x,y,01:17:C5:97:87:84,01:17:C5:97:E7:B3,01:17:C5:97:DE:E8,F0:AB:CE:31:10:B9,FA:C5:13:37:F5:09,D2:AC:7C:25:36:FA,F7:38:03:58:5F:67,01:17:C5:97:B5:70,01:17:C5:97:1B:44,01:17:C5:97:5B:1D,01:17:C5:97:44:BE,01:17:C5:97:58:C3,EC:7D:1E:28:F0:06,
-504.5810089111328,638.3049850463867,-71,-86,-87,-100,-100,-100,-92,-74,-79,-83,-85,-77,-100,
-504.5810089111328,638.3049850463867,-75,-84,-93,-100,-100,-100,-95,-77,-87,-86,-84,-84,-100,
-711.1934967041016,1052.7319831848145,-77,-90,-93,-100,-100,-100,-94,-81,-87,-85,-75,-78,-100,
-711.1934967041016,1052.7319831848145,-66,-100,-100,-100,-100,-100,-100,-84,-85,-87,-76,-76,-100,
-711.1934967041016,1052.7319831848145,-67,-100,-98,-90,-100,-100,-97,-81,-84,-91,-73,-78,-100,
-711.1934967041016,1052.7319831848145,-67,-100,-98,-90,-100,-100,-97,-81,-84,-91,-73,-78,-100,
-711.1934967041016,1052.7319831848145,-66,-100,-100,-90,-100,-100,-95,-79,-90,-92,-71,-76,-100,
-711.1934967041016,1052.7319831848145,-68,-100,-94,-85,-100,-100,-96,-79,-86,-86,-71,-79,-100,
-711.1934967041016,1052.7319831848145,-71,-100,-95,-93,-100,-100,-100,-85,-90,-87,-73,-80,-100,
-711.1934967041016,1052.7319831848145,-86,-100,-94,-100,-100,-100,-94,-80,-88,-82,-73,-85,-100,
-711.1934967041016,1052.7319831848145,-72,-100,-95,-100,-100,-100,-100,-86,-87,-93,-76,-80,-100,
-711.1934967041016,1052.7319831848145,-72,-100,-95,-100,-100,-100,-100,-86,-87,-93,-76,-80,-100,
-703.6934967041016,1066.2319831848145,-70,-100,-93,-100,-100,-100,-100,-76,-88,-88,-80,-90,-100,
-703.6934967041016,1066.2319831848145,-79,-92,-96,-100,-100,-100,-90,-83,-92,-89,-73,-71,-100,
-703.6934967041016,1066.2319831848145,-80,-93,-100,-100,-100,-100,-89,-79,-88,-91,-75,-72,-100,
-703.6934967041016,1066.2319831848145,-76,-94,-100,-100,-100,-100,-88,-78,-87,-90,-78,-72,-100,
-703.6934967041016,1066.2319831848145,-75,-92,-94,-84,-100,-100,-91,-79,-88,-88,-82,-77,-100,
-703.6934967041016,1066.2319831848145,-75,-92,-94,-84,-100,-100,-91,-79,-88,-88,-82,-77,-100,
-703.6934967041016,1066.2319831848145,-73,-100,-100,-100,-100,-100,-94,-78,-100,-90,-80,-75,-100,
-703.6934967041016,1066.2319831848145,-84,-100,-100,-95,-100,-100,-93,-80,-89,-86,-76,-70,-100,
-703.6934967041016,1066.2319831848145,-81,-95,-100,-100,-100,-100,-92,-82,-92,-86,-77,-72,-100,
-703.6934967041016,1066.2319831848145,-78,-100,-100,-90,-100,-100,-100,-78,-94,-89,-77,-75,-100,
-696.6934967041016,1047.7319831848145,-80,-100,-100,-97,-100,-100,-100,-83,-83,-89,-78,-75,-100,
-696.6934967041016,1047.7319831848145,-71,-87,-90,-86,-100,-100,-92,-78,-90,-93,-79,-79,-100,
-696.6934967041016,1047.7319831848145,-68,-91,-100,-90,-100,-100,-95,-81,-90,-91,-82,-80,-100,
-696.6934967041016,1047.7319831848145,-66,-88,-90,-100,-100,-100,-92,-81,-82,-89,-75,-88,-100,
-696.6934967041016,1047.7319831848145,-71,-92,-93,-92,-100,-100,-94,-82,-82,-90,-82,-84,-100,
-696.6934967041016,1047.7319831848145,-68,-92,-93,-93,-100,-100,-92,-84,-84,-90,-74,-90,-100,
-696.6934967041016,1047.7319831848145,-72,-88,-93,-94,-100,-100,-93,-81,-87,-91,-84,-82,-100,
-696.6934967041016,1047.7319831848145,-72,-88,-93,-94,-100,-100,-93,-81,-87,-91,-84,-82,-100,
-696.6934967041016,1047.7319831848145,-68,-88,-95,-85,-100,-100,-93,-80,-84,-82,-86,-84,-100,
-696.6934967041016,1047.7319831848145,-67,-88,-91,-89,-100,-100,-100,-86,-88,-89,-77,-79,-100,
-888.9580078125,1054.240005493164,-71,-100,-100,-100,-100,-100,-100,-77,-86,-87,-82,-80,-100,
-888.9580078125,1054.240005493164,-71,-100,-100,-100,-100,-100,-89,-78,-100,-88,-75,-78,-100,
-888.9580078125,1054.240005493164,-72,-100,-96,-100,-100,-100,-100,-77,-100,-90,-74,-81,-100,
-888.9580078125,1054.240005493164,-72,-100,-95,-100,-100,-100,-100,-77,-100,-87,-82,-77,-100,
-888.9580078125,1054.240005493164,-72,-100,-95,-100,-100,-100,-100,-77,-100,-87,-82,-77,-100,
-888.9580078125,1054.240005493164,-70,-100,-96,-100,-100,-100,-89,-77,-90,-87,-80,-77,-100,
-888.9580078125,1054.240005493164,-71,-100,-100,-100,-100,-100,-91,-77,-86,-86,-78,-75,-100,
-888.9580078125,1054.240005493164,-71,-100,-100,-100,-100,-100,-91,-75,-86,-86,-77,-76,-100,
-888.9580078125,1054.240005493164,-72,-100,-100,-87,-100,-100,-89,-77,-96,-83,-78,-74,-100,
-888.9580078125,1054.240005493164,-72,-100,-100,-88,-100,-100,-89,-78,-100,-83,-73,-72,-100,
-902.4580078125,1063.240005493164,-82,-100,-100,-100,-100,-100,-100,-76,-91,-84,-77,-76,-100,
-902.4580078125,1063.240005493164,-84,-100,-100,-91,-100,-100,-100,-76,-89,-86,-75,-74,-100,
-902.4580078125,1063.240005493164,-82,-100,-96,-100,-100,-100,-100,-86,-100,-90,-69,-80,-100,
-902.4580078125,1063.240005493164,-82,-100,-96,-100,-100,-100,-100,-86,-100,-90,-69,-80,-100,
-902.4580078125,1063.240005493164,-84,-100,-94,-100,-100,-100,-100,-76,-100,-88,-73,-78,-100,
-902.4580078125,1063.240005493164,-83,-100,-96,-100,-100,-100,-100,-80,-92,-84,-72,-79,-100,
-902.4580078125,1063.240005493164,-87,-100,-100,-90,-100,-100,-100,-73,-91,-86,-75,-77,-100,
-902.4580078125,1063.240005493164,-85,-100,-100,-92,-100,-100,-100,-83,-90,-82,-77,-79,-100,
-902.4580078125,1063.240005493164,-85,-100,-100,-92,-100,-100,-100,-83,-90,-82,-77,-79,-100,
-902.4580078125,1063.240005493164,-88,-100,-100,-100,-100,-100,-100,-83,-92,-83,-77,-79,-100,
-913.9620056152344,1053.0835037231445,-87,-100,-96,-89,-100,-100,-89,-82,-93,-90,-72,-74,-100,
-913.9620056152344,1053.0835037231445,-84,-100,-100,-100,-100,-100,-100,-79,-89,-85,-72,-85,-100,
-913.9620056152344,1053.0835037231445,-81,-100,-100,-100,-100,-100,-100,-73,-91,-84,-75,-80,-100,
-913.9620056152344,1053.0835037231445,-84,-100,-100,-94,-100,-100,-100,-80,-89,-85,-73,-81,-100,
-913.9620056152344,1053.0835037231445,-81,-100,-100,-100,-100,-100,-100,-75,-87,-84,-73,-79,-100,
-913.9620056152344,1053.0835037231445,-81,-100,-100,-100,-100,-100,-100,-75,-87,-84,-73,-79,-100,
-913.9620056152344,1053.0835037231445,-83,-95,-100,-100,-100,-100,-100,-79,-86,-82,-73,-78,-100,
-913.9620056152344,1053.0835037231445,-84,-100,-100,-90,-100,-100,-100,-78,-88,-82,-70,-78,-100,
-913.9620056152344,1053.0835037231445,-85,-100,-100,-100,-100,-100,-100,-76,-88,-81,-71,-78,-100,
-913.9620056152344,1053.0835037231445,-86,-100,-92,-100,-100,-100,-100,-76,-88,-80,-77,-77,-100,
-1205.5872497558594,1251.479751586914,-85,-100,-100,-100,-100,-100,-100,-86,-92,-83,-70,-80,-100,
-1205.5872497558594,1251.479751586914,-85,-100,-100,-100,-100,-100,-100,-86,-92,-83,-70,-80,-100,
-1205.5872497558594,1251.479751586914,-80,-100,-100,-100,-100,-100,-100,-74,-87,-82,-71,-81,-100,
-1205.5872497558594,1251.479751586914,-83,-100,-100,-100,-100,-100,-100,-77,-88,-84,-72,-81,-100,
-1205.5872497558594,1251.479751586914,-87,-100,-100,-100,-100,-100,-100,-74,-88,-86,-71,-81,-100,
-1205.5872497558594,1251.479751586914,-81,-100,-100,-100,-100,-100,-100,-71,-90,-85,-64,-81,-100,
-1205.5872497558594,1251.479751586914,-83,-100,-100,-100,-100,-100,-100,-72,-86,-84,-68,-82,-100,
-1205.5872497558594,1251.479751586914,-80,-100,-96,-92,-100,-100,-100,-74,-92,-86,-66,-82,-100,
-1205.5872497558594,1251.479751586914,-80,-100,-96,-92,-100,-100,-100,-74,-92,-86,-66,-82,-100,
-1205.5872497558594,1251.479751586914,-80,-100,-100,-100,-100,-100,-100,-74,-87,-83,-68,-82,-100,
-1200.0872497558594,1256.729751586914,-79,-100,-100,-100,-100,-100,-100,-71,-87,-83,-68,-85,-100,
-1200.0872497558594,1256.729751586914,-78,-100,-100,-92,-100,-100,-100,-81,-100,-88,-71,-80,-100,
-1200.0872497558594,1256.729751586914,-80,-100,-94,-86,-100,-100,-100,-85,-92,-91,-75,-86,-100,
-1200.0872497558594,1256.729751586914,-80,-100,-100,-100,-100,-100,-100,-83,-100,-90,-69,-86,-100,
-1200.0872497558594,1256.729751586914,-80,-100,-100,-100,-100,-100,-100,-80,-94,-94,-77,-82,-100,
-1200.0872497558594,1256.729751586914,-79,-100,-100,-100,-100,-100,-100,-84,-94,-88,-67,-83,-100,
-1200.0872497558594,1256.729751586914,-79,-100,-100,-100,-100,-100,-100,-84,-94,-88,-67,-83,-100,
-1200.0872497558594,1256.729751586914,-81,-100,-100,-86,-100,-100,-100,-85,-100,-90,-74,-89,-100,
-1200.0872497558594,1256.729751586914,-82,-100,-100,-96,-100,-100,-100,-85,-93,-90,-74,-86,-100,
-1200.0872497558594,1256.729751586914,-80,-100,-100,-100,-100,-100,-100,-83,-92,-89,-80,-85,-100,
-1193.5872497558594,1248.229751586914,-80,-100,-100,-100,-100,-100,-100,-83,-100,-100,-73,-80,-100,
-1193.5872497558594,1248.229751586914,-80,-100,-100,-100,-100,-100,-100,-79,-91,-87,-73,-77,-100,
-1193.5872497558594,1248.229751586914,-84,-100,-99,-84,-100,-100,-93,-76,-87,-84,-76,-76,-100,
-1193.5872497558594,1248.229751586914,-85,-100,-96,-85,-100,-100,-93,-76,-87,-84,-81,-76,-100,
-1193.5872497558594,1248.229751586914,-87,-100,-100,-100,-100,-100,-95,-77,-89,-86,-72,-74,-100,
-1193.5872497558594,1248.229751586914,-80,-100,-100,-87,-100,-100,-92,-77,-91,-86,-79,-76,-100,
-1193.5872497558594,1248.229751586914,-80,-100,-100,-87,-100,-100,-92,-77,-91,-86,-79,-76,-100,
-1193.5872497558594,1248.229751586914,-84,-100,-95,-100,-100,-100,-100,-76,-92,-86,-76,-76,-100,
-1193.5872497558594,1248.229751586914,-86,-100,-94,-100,-100,-100,-94,-78,-88,-86,-71,-77,-100,
-1193.5872497558594,1248.229751586914,-83,-100,-91,-100,-100,-100,-96,-75,-93,-83,-72,-77,-100,
-1509.9199829101562,1354.8970108032227,-80,-100,-100,-100,-100,-100,-100,-77,-92,-87,-65,-87,-100,
-1509.9199829101562,1354.8970108032227,-84,-100,-100,-100,-100,-100,-100,-86,-92,-84,-75,-88,-100,
-1509.9199829101562,1354.8970108032227,-91,-100,-100,-100,-100,-100,-100,-84,-90,-85,-65,-82,-100,
-1509.9199829101562,1354.8970108032227,-87,-100,-100,-93,-100,-100,-100,-80,-89,-85,-65,-86,-100,
-1509.9199829101562,1354.8970108032227,-87,-100,-100,-100,-100,-100,-100,-86,-89,-84,-74,-88,-100,
-1509.9199829101562,1354.8970108032227,-87,-100,-100,-100,-100,-100,-100,-86,-89,-84,-74,-88,-100,
-1509.9199829101562,1354.8970108032227,-89,-100,-93,-100,-100,-100,-100,-85,-90,-85,-67,-86,-100,
-1509.9199829101562,1354.8970108032227,-85,-100,-94,-94,-100,-100,-100,-82,-89,-85,-69,-82,-100,
-1509.9199829101562,1354.8970108032227,-88,-100,-93,-100,-100,-100,-100,-83,-89,-85,-66,-89,-100,
-1509.9199829101562,1354.8970108032227,-84,-100,-100,-100,-100,-100,-100,-87,-92,-84,-66,-81,-100,
-1487.4199829101562,1354.8970108032227,-84,-100,-100,-100,-100,-100,-100,-80,-90,-86,-68,-83,-100,
-1487.4199829101562,1354.8970108032227,-80,-100,-100,-100,-100,-100,-100,-82,-90,-85,-61,-78,-100,
-1487.4199829101562,1354.8970108032227,-86,-100,-100,-100,-100,-100,-100,-75,-92,-90,-61,-82,-100,
-1487.4199829101562,1354.8970108032227,-86,-100,-100,-100,-100,-100,-100,-75,-92,-90,-61,-82,-100,
-1487.4199829101562,1354.8970108032227,-79,-100,-100,-100,-100,-100,-100,-78,-91,-92,-62,-79,-100,
-1487.4199829101562,1354.8970108032227,-83,-100,-100,-100,-100,-100,-100,-78,-91,-89,-64,-76,-100,
-1487.4199829101562,1354.8970108032227,-77,-100,-100,-100,-100,-100,-100,-80,-92,-86,-67,-76,-100,
-1487.4199829101562,1354.8970108032227,-78,-100,-100,-100,-100,-100,-100,-76,-91,-87,-68,-78,-100,
-1487.4199829101562,1354.8970108032227,-80,-100,-100,-100,-100,-100,-100,-77,-95,-84,-65,-77,-100,
-1487.4199829101562,1354.8970108032227,-83,-100,-94,-100,-100,-100,-100,-77,-92,-83,-63,-79,-100,
-1503.9199829101562,1360.3970108032227,-80,-100,-100,-100,-100,-100,-100,-82,-92,-83,-64,-81,-100,
-1503.9199829101562,1360.3970108032227,-81,-100,-100,-88,-100,-100,-100,-85,-100,-90,-64,-79,-100,
-1503.9199829101562,1360.3970108032227,-85,-100,-100,-100,-100,-100,-100,-85,-94,-88,-67,-81,-100,
-1503.9199829101562,1360.3970108032227,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-64,-79,-100,
-1503.9199829101562,1360.3970108032227,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-64,-79,-100,
-1503.9199829101562,1360.3970108032227,-90,-100,-100,-100,-100,-100,-100,-81,-100,-90,-61,-82,-100,
-1503.9199829101562,1360.3970108032227,-87,-100,-100,-100,-100,-100,-100,-85,-89,-92,-65,-82,-100,
-1503.9199829101562,1360.3970108032227,-91,-100,-100,-100,-100,-100,-100,-87,-91,-90,-63,-82,-100,
-1503.9199829101562,1360.3970108032227,-91,-100,-100,-100,-100,-100,-100,-81,-90,-88,-65,-85,-100,
-1503.9199829101562,1360.3970108032227,-93,-100,-100,-100,-100,-100,-100,-86,-88,-88,-67,-86,-100,
-1102.7470016479492,1563.6714935302734,-86,-100,-100,-100,-100,-100,-100,-85,-100,-87,-72,-84,-100,
-1102.7470016479492,1563.6714935302734,-86,-100,-100,-88,-100,-100,-100,-86,-100,-90,-73,-79,-100,
-1102.7470016479492,1563.6714935302734,-89,-100,-100,-100,-100,-100,-100,-84,-89,-92,-76,-77,-100,
-1102.7470016479492,1563.6714935302734,-89,-100,-94,-100,-100,-100,-100,-86,-89,-93,-70,-78,-100,
-1102.7470016479492,1563.6714935302734,-89,-100,-94,-100,-100,-100,-100,-86,-89,-93,-70,-78,-100,
-1102.7470016479492,1563.6714935302734,-90,-100,-100,-100,-100,-100,-95,-81,-90,-90,-66,-82,-100,
-1102.7470016479492,1563.6714935302734,-86,-100,-100,-100,-100,-100,-100,-84,-87,-87,-75,-79,-100,
-1102.7470016479492,1563.6714935302734,-88,-100,-100,-95,-100,-100,-93,-84,-88,-93,-65,-81,-100,
-1102.7470016479492,1563.6714935302734,-88,-100,-100,-95,-100,-100,-93,-84,-88,-93,-65,-81,-100,
-1102.7470016479492,1563.6714935302734,-87,-100,-100,-87,-100,-100,-100,-85,-86,-95,-73,-82,-100,
-1112.2470016479492,1553.6714935302734,-80,-100,-100,-93,-100,-100,-100,-83,-86,-92,-65,-78,-100,
-1112.2470016479492,1553.6714935302734,-87,-100,-100,-100,-100,-100,-100,-79,-91,-83,-73,-84,-100,
-1112.2470016479492,1553.6714935302734,-88,-100,-95,-100,-100,-100,-100,-82,-88,-83,-66,-87,-100,
